RegionName,StateName,Date,HomeValue
"Longview, TX",TX,1/31/00,81819.83455
"Longview, TX",TX,2/29/00,81935.84952
"Longview, TX",TX,3/31/00,81966.76093
"Longview, TX",TX,4/30/00,82148.28883
"Longview, TX",TX,5/31/00,82347.81462
"Longview, TX",TX,6/30/00,82640.80573
"Longview, TX",TX,7/31/00,82960.27008
"Longview, TX",TX,8/31/00,83379.22698
"Longview, TX",TX,9/30/00,83807.86922
"Longview, TX",TX,10/31/00,84211.87247
